wds_id,wds_dd,wds_comp,wsi_ra_deg,wsi_dec_deg,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2
06207+7209,MLR 404,AB,95.175,72.1458,2022.0493,y,2.5037,0.0257,243.15,0.59,5.4,0.0,*,1,1,Gaia DR3 1113728042542195072,,.,$
06539+6945,MLR 406,AB,103.4708,69.7494,2022.1123,V,0.8967,0.0042,124.22,0.27,2.2,0.0,:,1,1,Gaia DR3 1109418025678964992,,.,$
04529+7543,MLR 465AB,AB,73.2292,75.71,2022.1121,y,0.9353,0.0016,228.43,0.1,2.6,0.0,q,1,1,Gaia DR3 551704874344718464,,.,$
00297+8409,MLR 480,AB,7.5167,84.1403,2021.8002,y,1.1777,0.0177,177.03,0.86,2.2,0.0,:,1,1,,,$,$
00351+8337,MLR 481,AB,8.8958,83.6317,2021.7976,y,0.467,0.0013,36.62,0.16,1.3,0.0,:,1,1,Gaia DR3 573371163287184128,,.,$
05036+7935,MLR 491,AB,75.8917,79.5917,2022.1121,y,0.4863,0.0048,64.4,0.56,3.4,0.0,,1,1,,,$,$
08170+7158,MLR 497,AB,124.2542,71.9658,2022.1234,y,0.4523,0.0056,297.19,0.7,0.8,0.0,:,1,1,Gaia DR3 1122641164833320832,,.,$
23182+6150,MLR 512AB,AB,349.5917,61.83,2021.8056,V,0.5333,0.0063,300.25,0.67,1.5,0.0,:,1,1,Gaia DR3 2014991981458181888,Gaia DR3 2014991985752729344,.,.
11333+5748,"MLR 551Aa,Ab","Aa,Ab",173.325,57.8058,2022.3013,y,0.9241,0.0693,118.67,1.74,3.3,0.5972,:,2,1,,,$,$
23355+5401,MLR 620,AB,353.8708,54.0158,2021.8957,y,0.6039,0.0032,46.26,0.31,1.7,0.0,:,1,1,Gaia DR3 1994096110866069376,,.,$
14091-0458,MMA   6,AB,212.2667,-4.9597,2022.43,V,10.741,0.0167,233.93,0.09,0.4,0.0,:,1,1,,,$,$
16120-1928,MTL   2CD,CD,242.9958,-19.4606,2021.4937,y,2.3887,0.0,49.15,0.0,0.4,0.0,,1,1,Gaia DR3 6245698187231874816,Gaia DR3 6245698565188996992,.,.
01320+1150,OCC 391AB,AB,23.0083,11.8392,2020.8885,V,2.9138,0.0004,149.88,0.01,4.5,0.0,:,1,1,,,$,$
01320+1150,"OCC 391AB,C","AB,C",23.0083,11.8392,2020.8885,V,7.7935,0.0003,122.64,0.0,4.3,0.0,:,1,1,,,$,$
01320+1150,"OCC 391AB,C","AB,C",23.0083,11.8392,2020.8885,y,7.7337,0.0687,123.66,0.51,5.0,0.0,:,1,1,,,$,$
06269+1742,OCC 498,AB,96.7208,17.7067,2022.0303,V,4.0173,0.0128,169.96,0.18,3.5,0.0,:,1,1,,,$,$
06269+1742,OCC 498,AB,96.7208,17.7067,2022.0303,y,4.002,0.0179,169.77,0.26,3.5,0.0,*,1,1,,,$,$
05305+1952,OCC 614,AB,82.625,19.8611,2022.1067,y,0.5562,0.0461,288.17,7.87,1.4,0.1215,:,2,1,,,$,$
23016+6912,OL  224,AB,345.4083,69.2044,2021.7975,V,6.8714,0.0036,47.75,0.03,2.1,0.0,q,1,1,Gaia DR3 2225510902981990528,Gaia DR3 2225510907283170304,.,.
21220+2727,OSO 145,AB,320.4875,27.4528,2021.7454,V,9.8339,0.0129,331.86,0.08,3.7,0.0,:,1,1,Gaia DR3 1848170611255790848,Gaia DR3 1848170611255792128,.,.
08036+4739,PKO   8,AB,120.9375,47.6503,2022.1233,V,11.7358,0.0054,69.94,0.03,0.4,0.0,:,1,1,,,$,$
01304+0748,PLQ  17,AB,22.6083,7.8072,2020.8802,V,6.313,0.0092,337.11,0.08,2.5,0.0,:,1,1,Gaia DR3 2566547803254608896,Gaia DR3 2566547803254360832,.,.
01304+0748,PLQ  17,AB,22.6083,7.8072,2020.8802,y,6.3103,0.0102,336.72,0.09,1.1,0.0,*,1,1,Gaia DR3 2566547803254608896,Gaia DR3 2566547803254360832,.,.
15158+4153,POP 118,AB,228.85,41.91,2021.3869,C,2.8058,0.0085,343.28,0.17,0.5,0.0,:,1,1,,,$,$
15158+4153,POP 118,AB,228.85,41.91,2021.3869,V,2.8146,0.0091,343.66,0.18,0.3,0.0,:,1,1,,,$,$
03113+4431,POP 223,AB,47.8458,44.4989,2020.8831,V,15.1271,0.0023,181.38,0.01,2.0,0.0,:,1,1,Gaia DR3 240925748089867776,Gaia DR3 240925748090891008,.,.
03113+4431,POP 223,AB,47.8458,44.4989,2020.8831,y,15.0783,0.0038,181.35,0.01,1.3,0.0,*,1,1,Gaia DR3 240925748089867776,Gaia DR3 240925748090891008,.,.
02019+2430,POU 156,AB,30.4708,24.505,2021.9152,V,13.4957,0.0075,204.08,0.03,0.6,0.0,:,1,1,,,$,$
06415+2436,POU1891,AB,100.3917,24.6061,2021.1675,y,6.3169,0.0018,6.32,0.02,0.9,0.0,:,1,1,,,$,$
06449+2318,POU1976,AB,101.2042,23.2981,2021.1675,y,6.9714,0.004,295.19,0.03,1.5,0.0,:,1,1,,,$,$
11148+2257,POU3098,AB,168.6917,22.9533,2021.2527,V,8.4574,0.0306,128.02,0.21,0.4,0.0,:,1,1,,,$,$
13370+2318,POU3145,AB,204.2583,23.3086,2022.3561,y,5.7741,0.0022,20.48,0.02,0.9,0.0,:,1,1,Gaia DR3 1443764290322752896,Gaia DR3 1443764290322752512,.,.
17171+2252,POU3276,AB,259.2625,22.8744,2021.48,C,6.6087,0.1191,120.19,1.03,3.8,0.0,,1,1,,,$,$
17172+2421,POU3279,AB,259.3167,24.3489,2021.48,C,13.5977,0.0389,168.86,0.16,1.0,0.0,:,1,1,,,$,$
18140+2456,POU3364,AB,273.4917,24.9264,2021.4801,V,7.9144,0.0073,263.76,0.05,0.7,0.0,:,1,1,,,$,$
19352+2501,POU3940,AB,293.8,25.0247,2021.5867,V,9.9252,0.0046,26.12,0.03,0.8,0.0,:,1,1,Gaia DR3 2021437426041692160,Gaia DR3 2021437426041692288,.,.
22514+2421,POU5755,AB,342.85,24.3419,2021.8794,V,5.2571,0.0177,307.96,0.19,2.4,0.0,:,1,1,,,$,$
23097+2343,POU5783,AB,347.4333,23.7125,2021.8601,y,11.2115,0.0354,294.99,0.18,3.2,0.0,:,1,1,Gaia DR3 2842349677923914368,,.,$
07162+1437,PRT   2AB,AB,109.0417,14.6369,2021.2194,V,8.103,0.0284,40.09,0.07,1.1,0.3708,:,2,1,Gaia DR3 3167406237544647552,Gaia DR3 3167406237544646528,.,.
17047+1936,PRY   2AB,AB,256.1708,19.5989,2022.4247,y,1.8287,0.0065,227.7,0.2,3.8,0.0,q,1,1,Gaia DR3 4560840584969195648,Gaia DR3 4560840584965308544,.,.
05017+2050,RAO  52AC,AC,75.4333,20.8297,2022.0793,y,36.8285,0.0374,243.4,0.06,4.7,0.0,*,1,1,,,$,$
07154+1221,ROE  25,AB,108.8458,12.3444,2022.1261,V,3.1903,0.0149,8.0,0.18,1.9,0.0873,:,2,1,,,$,$
01420+4252,ROE  64,AB,25.4833,42.8656,2020.9484,V,11.5124,0.0119,95.52,0.06,2.6,0.0,:,1,1,Gaia DR3 348613153865417088,Gaia DR3 348613149569075072,.,.
07423+0455,ROE  70,AB,115.5875,4.9303,2021.1759,V,9.2786,0.023,332.68,0.14,2.5,0.0,:,1,1,Gaia DR3 3137703618116385920,,.,$
07474-0015,ROE  71,AB,116.8667,-0.2417,2021.2195,V,6.8447,0.0105,124.52,0.09,2.9,0.0,:,1,1,,,$,$
00218+1329,ROE  83,AB,5.45,13.4894,2020.8814,V,8.3705,0.4096,217.88,2.8,5.9,0.0,:,1,1,Gaia DR3 2756081480211536768,,.,$
00218+1329,ROE  83,AB,5.45,13.4894,2020.8814,y,8.394,0.0243,218.23,0.17,2.7,0.0,:,1,1,Gaia DR3 2756081480211536768,,.,$
21001-0541,ROE 114AB,AB,315.025,-5.6786,2020.5766,C,6.4345,0.2116,306.24,1.88,2.3,0.0,q,1,1,,,$,$
02362-1332,RST3369,AB,39.05,-13.5394,2021.8605,V,1.0525,0.0133,276.31,0.72,0.5,0.0,:,1,1,Gaia DR3 5170261500413120896,Gaia DR3 5170261500413792640,.,.
02362-1332,RST3369,AB,39.05,-13.5394,2021.8605,y,1.1631,0.0112,283.26,0.55,0.3,0.0,:,1,1,Gaia DR3 5170261500413120896,Gaia DR3 5170261500413792640,.,.
07044-1027,RST3489,AB,106.1042,-10.4542,2021.1512,y,0.6791,0.0014,298.02,0.11,1.3,0.0,:,1,1,,,$,$
07234-1240,RST3513,AB,110.8542,-12.6667,2021.1705,V,1.874,0.0181,255.67,0.55,3.1,0.0,:,1,1,,,$,$
07234-1240,RST3513,AB,110.8542,-12.6667,2021.1705,y,1.8272,0.0195,254.12,0.61,2.7,0.0,:,1,1,,,$,$
07447-1546,RST3543,AB,116.1542,-15.77,2022.126,V,0.4441,0.0031,330.49,0.4,0.0,0.0,:,1,1,,,$,$
16278-0822,"RST3949Aa,Ab","Aa,Ab",246.95,-8.3717,2021.4775,y,1.0244,0.007,58.75,0.39,4.8,0.0,,1,1,,,$,$
19539-0858,RST4050,AB,298.475,-8.9714,2021.8354,V,0.9019,0.0125,153.26,0.79,1.7,0.0,:,1,1,,,$,$
23048-1543,RST4118,AB,346.2042,-15.7236,2021.86,V,2.4043,0.0462,191.76,1.1,3.1,0.0,:,1,1,Gaia DR3 2409657217776784128,Gaia DR3 2409657217776388992,.,.
00282-1030,"RST4145Ba,Bb","Ba,Bb",7.0417,-10.5139,2021.855,V,0.9755,0.0035,228.6,0.21,2.2,0.0,q,1,1,,,$,$
01200-0318,RST4172,AB,19.9958,-3.3061,2021.9532,V,0.4065,0.0053,201.14,0.75,0.5,0.0,:,1,1,,,$,$
05321-0311,RST4279,AB,83.0125,-3.1644,2022.1259,V,0.925,0.0066,277.66,0.41,1.3,0.0,:,1,1,Gaia DR3 3216725724959264512,,.,$
06551-0830,RST4325AB,AB,103.7792,-8.4989,2021.1703,V,0.537,0.0,244.83,0.0,2.7,0.0,,1,1,Gaia DR3 3050946614468828416,,.,$
06551-0830,RST4325AB,AB,103.7792,-8.4989,2021.1703,y,0.5029,0.0,236.06,0.0,2.6,0.0,,1,1,Gaia DR3 3050946614468828416,,.,$
06551-0830,RST4325AC,AC,103.7792,-8.4989,2021.1703,V,8.1316,0.0007,235.14,0.01,7.5,0.0,,1,1,,Gaia DR3 3050946584412045440,$,.
06551-0830,RST4325AC,AC,103.7792,-8.4989,2021.1703,y,8.1792,0.0004,234.05,0.0,6.5,0.0,,1,1,,Gaia DR3 3050946584412045440,$,.
08389-0651,RST4414,AB,129.7333,-6.8481,2021.31,y,7.8954,0.1622,91.45,1.18,8.2,0.0,*,3,1,Gaia DR3 5755072768653188480,Gaia DR3 5755072764358371072,.,.
11447-0431,RST4484,AB,176.1708,-4.5108,2021.3622,y,0.7293,0.0006,63.17,0.05,0.6,0.0,:,1,1,Gaia DR3 3599771386821101312,Gaia DR3 3599771386819677952,.,.
18466-0807,RST4597,AB,281.65,-8.1197,2021.4803,y,0.3374,0.0003,306.93,0.06,0.9,0.0,,1,1,Gaia DR3 4251666677071931008,,.,$
23059+0037,RST5171,AB,346.4792,0.6272,2021.86,V,1.9942,0.0284,252.55,0.82,3.1,0.0,:,1,1,Gaia DR3 2652107949837491840,Gaia DR3 2652107949836781056,.,.
06072+0028,"RST5220AB,C","AB,C",91.8042,0.4758,2022.107,y,30.5684,0.0042,33.49,0.01,0.7,0.0,:,1,1,,,$,$
01062+3211,S   393AB,AB,16.5458,32.1814,2021.8958,y,59.1739,0.0436,296.73,0.04,6.7,0.0,*,1,1,Gaia DR3 313520075599307136,Gaia DR3 313520797153811968,.,.
05585-2010,S   504,AB,89.6167,-20.1647,2021.0364,y,3.579,0.0081,66.74,0.07,0.1,0.0098,*,2,1,Gaia DR3 2918270333052304000,Gaia DR3 2918270337348519936,.,.
06212+2108,S   513AB,AB,95.3083,21.1322,2022.0795,y,59.2504,0.1833,258.88,0.34,5.3,0.3,,2,2,Gaia DR3 3375941159058056448,Gaia DR3 3375941330856756224,.,.
06212+2108,S   513AC,AC,95.3083,21.1322,2022.0795,y,47.3212,0.1356,250.24,0.44,7.2,0.2,,2,2,Gaia DR3 3375941159058056448,Gaia DR3 3375941326559534592,.,.
06212+2108,S   513BC,BC,95.2917,21.1289,2022.0795,y,14.5541,0.0005,106.23,0.0,4.7,0.0,:,1,1,Gaia DR3 3375941330856756224,Gaia DR3 3375941326559534592,.,.
06212+2108,S   513BT,BT,95.2917,21.1289,2022.0795,y,38.0729,0.0002,295.36,0.0,4.0,0.0,:,1,1,Gaia DR3 3375941330856756224,,.,$
12114-1647,S   634AB,AB,182.8417,-16.7908,2021.3049,y,4.5132,0.0337,301.41,0.43,3.0,0.0,*,1,1,Gaia DR3 3569106488558337792,Gaia DR3 3569106488558337920,.,.
12114-1647,S   634AB,AB,182.8417,-16.7908,2022.3188,y,4.4806,0.0652,301.92,0.4,2.9,0.9428,*,10,3,Gaia DR3 3569106488558337792,Gaia DR3 3569106488558337920,.,.
12114-1647,S   634AB,AB,182.8417,-16.7908,2022.4188,y,4.4255,0.0753,301.71,0.28,2.7,0.6,*,6,2,Gaia DR3 3569106488558337792,Gaia DR3 3569106488558337920,.,.
13504+2117,S   656,AB,207.5958,21.2764,2020.4335,y,85.8895,0.0012,208.04,0.0,1.6,0.0,,1,1,Gaia DR3 1250259486603268864,Gaia DR3 1250259383524053120,.,.
14056-1804,S   659AB,AB,211.4083,-18.0722,2021.3622,y,31.3001,0.0033,170.09,0.01,1.8,0.0,,1,1,Gaia DR3 6291206045789315328,Gaia DR3 6291205977069837696,.,.
14056-1804,S   659AB,AB,211.4083,-18.0722,2022.43,y,31.1018,0.0025,170.06,0.0,1.8,0.0,q,1,1,Gaia DR3 6291206045789315328,Gaia DR3 6291205977069837696,.,.
20313+4913,S   756,AB,307.825,49.2203,2021.7152,y,60.9798,0.0107,327.99,0.01,5.2,0.0,*,1,1,Gaia DR3 2180033354016699136,Gaia DR3 2180033422736173696,.,.
22024-1658,S   802AB,AB,330.6083,-16.9642,2020.8581,V,3.8096,0.0017,247.32,0.03,2.7,0.0,q,1,1,Gaia DR3 6826564991861746432,Gaia DR3 6826564991861746688,.,.
22258-2014,S   808AB,AB,336.45,-20.2369,2020.8582,V,6.9536,0.001,152.57,0.01,1.4,0.0,*,1,1,Gaia DR3 6821306474422572928,Gaia DR3 6821306474422572544,.,.
01328+3551,SBK   2EF,EF,23.1958,35.8886,2021.8769,y,32.8484,0.0158,299.99,0.03,2.6,0.0,:,1,1,,,$,$
03111+5544,SCA   9AB,AB,47.775,55.7272,2020.9405,y,28.3813,0.0001,137.2,0.0,3.7,0.0,:,1,1,Gaia DR3 447859505797115008,Gaia DR3 447859437077639552,.,.
03111+5544,SCA   9BC,BC,47.775,55.7272,2020.9405,y,69.2892,0.0,266.68,0.0,1.5,0.0,:,1,1,Gaia DR3 447859437077639552,Gaia DR3 447859471437383168,.,.
21524-0310,SCA 104,AB,328.0875,-3.1744,2020.8581,V,63.8024,0.0199,116.44,0.02,5.4,0.0,*,1,1,Gaia DR3 2673487025726316288,Gaia DR3 2673486819567337856,.,.
08518-1108,SCJ  11,AB,132.9583,-11.1383,2021.1485,y,2.1339,0.0098,355.0,0.26,1.4,0.0,:,1,1,,,$,$
18198-0458,SCJ  16,AB,274.95,-4.9614,2020.5356,y,3.3161,0.0018,209.39,0.03,2.2,0.0,*,1,1,Gaia DR3 4173316955853795968,Gaia DR3 4173316951552577152,.,.
19282-1209,SCJ  22,AB,292.05,-12.1444,2020.5696,y,1.1413,0.0078,294.35,0.25,1.1,0.1,:,6,2,Gaia DR3 4187404036266621952,Gaia DR3 4187404036259094528,.,.
19282-1209,SCJ  22,AB,292.05,-12.1444,2020.6824,y,1.1275,0.0238,293.88,0.48,0.8,0.1,:,6,2,Gaia DR3 4187404036266621952,Gaia DR3 4187404036259094528,.,.
19282-1209,SCJ  22,AB,292.05,-12.1444,2021.7152,y,1.1789,0.0026,296.11,0.17,0.2,0.0,*,3,1,Gaia DR3 4187404036266621952,Gaia DR3 4187404036259094528,.,.
20208-0745,SCJ  25,AB,305.1958,-7.7442,2020.6832,y,2.731,0.0039,215.23,0.08,1.9,0.0,:,1,1,Gaia DR3 4216037930385824896,Gaia DR3 4216037926088804224,.,.
21047+0332,SE    3BC,BC,316.1875,3.5339,2020.6888,y,0.7175,0.0,133.89,0.0,0.3,0.0,:,1,1,Gaia DR3 1731257443928035072,Gaia DR3 1731257439633620992,.,.
21047+0332,SE    3BC,BC,316.1875,3.5339,2021.845,y,0.7224,0.0077,136.72,0.5,0.6,0.05,:,6,2,Gaia DR3 1731257443928035072,Gaia DR3 1731257439633620992,.,.
21508-2032,SEE 460,AB,327.7083,-20.5408,2020.8581,V,0.3859,0.0014,162.77,0.21,0.8,0.0,,1,1,Gaia DR3 6824083531556806144,,.,$
00409+3301,SEI   7AB,AB,10.2083,33.0178,2021.9368,y,16.1192,0.0209,167.09,0.63,1.5,0.3,:,2,2,Gaia DR3 361658167836289536,Gaia DR3 361658103412519168,.,.
00409+3301,SEI   7AC,AC,10.2083,33.0178,2021.9368,y,26.2576,0.1476,292.18,0.04,3.8,0.05,:,2,2,Gaia DR3 361658167836289536,Gaia DR3 361658172131995264,.,.
03126+3258,SEI  28,AB,48.1458,32.9569,2021.0387,V,10.2733,0.0898,231.79,0.5,1.3,0.0,:,1,1,Gaia DR3 125358206901246336,,.,$
03572+3201,SEI  33AB,AB,59.2958,32.0153,2022.0491,y,27.5301,0.0288,115.78,0.09,3.3,0.1,:,2,2,Gaia DR3 168797819668766080,Gaia DR3 168797819668765440,.,.
05145+3634,SEI 114,AB,78.6375,36.5647,2022.1396,V,8.0434,0.0058,116.57,0.04,0.9,0.0,*,1,1,,,$,$
05245+3121,SEI 239,AB,81.1167,31.3394,2021.0772,V,6.5712,0.0226,152.02,0.2,1.0,0.0,:,1,1,,,$,$
05245+3121,SEI 239,AB,81.1167,31.3394,2022.0984,y,6.4905,0.0064,152.71,0.06,0.8,0.0,:,1,1,,,$,$
05249+3734,SEI 240,AB,81.225,37.5578,2022.1394,V,16.7413,0.0563,88.25,0.19,1.9,0.0,:,1,1,Gaia DR3 184530314938260480,Gaia DR3 184530319234427392,.,.
05353+3337,SEI 343,AB,83.8167,33.6192,2022.1396,V,24.2252,0.0067,34.74,0.02,1.7,0.0,:,1,1,Gaia DR3 3449290473099551616,Gaia DR3 3449290851056672640,.,.
05568+3710,SEI 446,AB,89.2,37.1597,2022.1396,V,15.5649,0.0271,121.68,0.1,0.6,0.0,:,1,1,Gaia DR3 3456876072539572096,Gaia DR3 3456876072538670080,.,.
06012+3132,SEI 453AB,AB,90.3083,31.5411,2021.0336,y,19.5298,0.0166,213.64,0.05,5.5,0.0,*,1,1,Gaia DR3 3449999795537982848,Gaia DR3 3449999756880972160,.,.
06012+3132,SEI 453AB,AB,90.3083,31.5411,2022.1396,y,19.3666,0.0215,213.57,0.06,4.3,0.0,*,1,1,Gaia DR3 3449999795537982848,Gaia DR3 3449999756880972160,.,.
07014+3119,SEI 468,AB,105.3417,31.305,2021.0938,y,6.8197,0.012,114.35,0.1,2.9,0.0,:,1,1,,,$,$
20328+4000,SEI1161,AB,308.175,40.0119,2021.7152,V,8.4725,1.9026,271.61,7.69,0.9,0.0,*,2,1,,,$,$
20352+3755,SEI1182,AB,308.7917,37.9014,2021.6934,V,8.9615,0.0167,114.76,0.09,1.1,0.1556,:,2,1,,,$,$
20599+4016,SEI1363CR,CR,315.0125,40.2064,2021.6934,y,8.7085,0.0049,37.13,0.03,2.0,0.0,:,1,1,Gaia DR3 1873075133754368768,,.,$
06467+4335,SHJ  75AB,AB,101.6833,43.5769,2022.0495,y,28.1689,0.0047,43.56,0.04,5.1,0.0,*,1,1,Gaia DR3 952326504452337792,Gaia DR3 952326500157618304,.,.
08113-1256,SHJ  91AE,AE,122.8167,-12.9269,2021.1485,y,69.9859,0.06,255.78,0.05,7.1,0.0,*,1,1,Gaia DR3 5726736979617591808,Gaia DR3 5726736872240391808,.,.
12312+0120,SHJ 146AB,AB,187.8083,1.3269,2022.3207,y,49.6752,0.0017,289.93,0.0,1.6,0.0,q,1,1,Gaia DR3 3697282056567145088,Gaia DR3 3697282812481389056,.,.
13324-1240,SHJ 165,AB,203.1,-12.6631,2022.3261,y,48.2946,0.0027,78.19,0.0,1.8,0.0,:,1,1,Gaia DR3 3610103875544021504,Gaia DR3 3610103909903760000,.,.
20289-1749,SHJ 323AB,AB,307.2125,-17.8136,2020.6832,y,1.7224,0.0181,188.36,0.6,6.1,0.0,q,1,1,Gaia DR3 6860945174279114880,Gaia DR3 6860945174275852416,.,.
20289-1749,SHJ 323AB,AB,307.2125,-17.8136,2021.6851,y,1.7495,0.0014,189.22,0.05,2.9,0.0,q,1,1,Gaia DR3 6860945174279114880,Gaia DR3 6860945174275852416,.,.
22266-1645,SHJ 345AB,AB,336.6417,-16.7419,2020.8581,y,1.1866,0.0001,92.42,0.01,0.8,0.0,q,1,1,Gaia DR3 2595463996992115840,,.,$
21275+7028,SHR   1,AB,322.0208,70.5703,2020.6805,C,11.8138,0.0701,140.93,0.34,1.3,0.0,:,1,1,,,$,$
06565+4004,SIN  24AC,AC,104.1167,40.0742,2021.2167,V,66.5802,0.0,87.94,0.0,2.9,0.0,:,1,1,Gaia DR3 950395658954590080,,.,$
21379+2743,SKF 245AC,AC,324.5,27.7236,2021.8546,V,3.4691,0.017,12.04,0.23,4.3,0.6245,*,3,1,Gaia DR3 1800808220175220480,Gaia DR3 1800808220172866048,.,.
21379+2743,SKF 245AC,AC,324.5,27.7236,2021.7453,y,3.3947,0.0472,11.78,1.63,4.9,0.197,:,4,1,Gaia DR3 1800808220175220480,Gaia DR3 1800808220172866048,.,.
06559-0441,SKF1342,AB,103.9833,-4.6856,2021.1702,y,8.9737,0.0065,267.39,0.2,1.9,0.0948,:,2,1,Gaia DR3 3102421630013502464,Gaia DR3 3102421630013503232,.,.
22284+8833,SKF1353,AB,337.0875,88.5525,2021.7974,V,35.0954,0.0049,108.24,0.01,0.7,0.0,:,1,1,,,$,$
20596+0842,SKF2096,AB,314.8917,8.7019,2020.5767,C,9.1441,0.2062,108.8,1.29,3.4,0.0,q,1,1,,,$,$
05537+3007,SKF2495,AB,88.425,30.1142,2021.0772,y,7.9806,0.0078,324.15,0.06,0.5,0.0,:,1,1,,,$,$
07193-1648,SKI   5,AB,109.825,-16.8036,2021.151,V,2.814,0.0507,106.79,1.03,2.0,0.0,:,1,1,Gaia DR3 3030925504165871616,Gaia DR3 3030925508462357504,.,.
16462-1721,SKI  10,AB,251.5583,-17.3467,2021.4937,y,3.304,0.002,84.76,0.03,0.9,0.0,:,1,1,Gaia DR3 4133302600974273792,Gaia DR3 4133302600970372224,.,.
03203+1625,SLE  42AB,AB,50.0792,16.4236,2020.9433,V,20.4921,0.011,163.63,0.03,3.1,0.0,q,1,1,Gaia DR3 54561310319142400,Gaia DR3 54561241599666048,.,.
05482+2145,SLE 282,AB,87.0542,21.7581,2022.1067,V,13.7645,0.0061,146.85,0.03,0.8,0.0,:,1,1,,,$,$
07363+0600,SLE 428,AB,114.0708,5.9939,2021.1759,V,9.6544,0.0085,129.55,0.05,0.7,0.0,:,1,1,,,$,$
07379-1838,SLE 811,AB,114.4667,-18.6256,2021.1813,V,16.5468,0.0223,189.68,0.08,2.7,0.0,:,1,1,,,$,$
03072+6029,SMA  34,AB,46.8167,60.4747,2021.877,V,6.5481,0.0193,32.21,0.17,3.6,0.0,:,1,1,,,$,$
03072+6029,SMA  34,AB,46.8167,60.4747,2021.877,y,6.4266,0.0333,31.95,0.3,3.6,0.0,*,1,1,,,$,$
05201+4532,SMA  53,AB,80.05,45.5389,2021.0582,V,11.636,0.0161,220.66,0.08,1.3,0.0,:,1,1,,,$,$
19047+0756,SMA  83,AB,286.1708,7.9325,2020.6119,C,7.7978,0.0931,313.82,0.68,1.6,0.0,:,1,1,,,$,$
05123+1614,SMR  16AB,AB,78.075,16.235,2022.0795,y,36.9285,0.0001,122.63,0.0,2.4,0.0,:,1,1,,,$,$
05123+1614,SMR  16AE,AE,78.075,16.235,2022.0795,y,11.8803,0.0004,64.76,0.0,3.8,0.0,:,1,1,,,$,$
07509-1410,SRT   4,AB,117.7292,-14.1717,2021.2195,y,11.8811,0.0078,98.51,0.04,0.7,0.0,:,1,1,,,$,$
08427+0935,ST    8AB,AB,130.6833,9.5567,2021.3101,V,1.9084,0.0342,30.07,1.03,4.6,0.0,:,1,1,Gaia DR3 598180818531935232,Gaia DR3 598180818531355776,.,.
08427+0935,ST    8AB,AB,130.6833,9.5567,2022.1098,V,1.7378,0.2814,24.45,9.28,5.2,0.0,:,1,1,Gaia DR3 598180818531935232,Gaia DR3 598180818531355776,.,.
08427+0935,ST    8AB,AB,130.6833,9.5567,2021.3101,y,1.7097,0.0378,32.62,1.27,2.6,0.0,*,1,1,Gaia DR3 598180818531935232,Gaia DR3 598180818531355776,.,.
00093+7943,STF   2,AB,2.3333,79.7144,2021.7988,y,0.95,0.0029,15.45,0.11,1.0,0.15,q,6,2,Gaia DR3 565004017238715264,Gaia DR3 565004395193260544,.,.
00093+7943,STF   2,AB,2.3333,79.7144,2021.9601,y,0.9466,0.0002,15.56,0.16,0.6,0.25,q,6,2,Gaia DR3 565004017238715264,Gaia DR3 565004395193260544,.,.
00100+4623,STF   3,AB,2.5125,46.3903,2020.9401,y,5.025,0.0023,82.19,0.03,1.3,0.0,*,1,1,Gaia DR3 386917424557512320,Gaia DR3 386917424557512448,.,.
00099+0827,STF   4,AB,2.4625,8.4531,2020.9388,y,5.2055,0.0013,275.75,0.01,0.1,0.0,*,1,1,Gaia DR3 2752042939643758080,Gaia DR3 2752042939643757952,.,.
00116-0305,STF   8,AB,2.8958,-3.0778,2020.8583,V,7.9725,0.0025,291.6,0.02,2.1,0.0,*,1,1,Gaia DR3 2445344582076017408,Gaia DR3 2445344582076017280,.,.
00162+7657,STF  13,AB,4.0583,76.9508,2021.7988,y,0.9957,0.0018,47.81,0.08,0.8,0.15,q,6,2,Gaia DR3 540202878908833536,Gaia DR3 540202883206934016,.,.
00162+7657,STF  13,AB,4.0583,76.9508,2021.9601,y,0.992,0.0011,47.84,0.06,0.6,0.1,q,6,2,Gaia DR3 540202878908833536,Gaia DR3 540202883206934016,.,.
00159-0536,STF  15,AB,3.9625,-5.6011,2020.8583,V,4.7341,0.0135,199.58,0.16,2.7,0.0,*,1,1,Gaia DR3 2443791384462482944,Gaia DR3 2443791384462483200,.,.
00167+3638,STF  19,AB,4.1792,36.6297,2020.8897,y,2.3544,0.0011,140.62,0.03,2.7,0.0,*,1,1,Gaia DR3 2876644472089747712,Gaia DR3 2876644476384928640,.,.
00167+3638,STF  19,AB,4.1792,36.6297,2021.9368,y,2.3601,0.0113,140.78,0.23,2.6,0.1878,*,2,1,Gaia DR3 2876644472089747712,Gaia DR3 2876644476384928640,.,.
00174+1631,STF  20,AB,4.3417,16.5103,2020.8814,y,11.8737,0.0174,232.97,0.08,2.9,0.0,:,1,1,Gaia DR3 2793466456104092288,Gaia DR3 2793466456104092416,.,.
00174+0853,"STF  22AB,C","AB,C",4.3625,8.8761,2020.9388,y,3.9018,0.0013,234.66,0.02,0.7,0.0,*,1,1,Gaia DR3 2752315446728243328,Gaia DR3 2752315442434066688,.,.
